freq,indic_env,wst_oper,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,CAP,DSP_OTH,ES64	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ES7	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ES70	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,EU27_2020	: 	7470000 	12030000 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,EU28	3930000 	7470000 	12030000 	: 	: s	: 	: 	: 	: 
A,CAP,DSP_OTH,FI	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI1	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI13	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI18	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI19	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI1A	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FI20	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR1	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR2	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR22	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR24	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR26	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR30	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR41	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR42	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR43	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR5	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR51	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR52	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR53	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR6	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR63	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR7	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR71	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR72	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR8	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR81	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR83	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR9	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR91	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR92	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR93	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,FR94	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HR	1218 	2820000 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU10	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU21	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU22	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU23	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU31	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU32	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,HU33	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,IE	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,IS	5000 s	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,IT	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ITC	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ITD	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ITE	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ITF	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,ITG	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,LT	: 	33524 	5000 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,LU	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,LV	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,MT	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL11	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL12	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL13	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL21	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL22	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL23	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL3	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL31	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL32	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL33	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL34	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL4	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL41	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NL42	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO01	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO02	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO03	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO04	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO05	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO06	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,NO07	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL	11300 	10554 	9029142 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL1	: 	0 	7861740 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL11	: 	: 	13940 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL12	: 	: 	7847800 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL2	6500 	604 	303235 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL21	6500 	604 	40150 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL22	: 	: 	263085 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL3	: 	0 	627933 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL31	: 	: 	44028 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL32	: 	: 	462305 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL33	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL34	: 	: 	121600 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL4	: 	0 	10220 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL41	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL42	: 	: 	10220 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL43	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL5	4800 	9950 	76262 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL51	2300 	7450 	73762 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL52	2500 	2500 	2500 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL6	: 	0 	149752 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL61	: 	: 	30200 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL62	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PL63	: 	: 	119552 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT1	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT11	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT15	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT16	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT17	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT18	: 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT2	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,PT3	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO11	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO12	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO21	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO22	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO31	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO32	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO41	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,RO42	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE	4123 	888375 	116000 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE1	: 	265500 	12600 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE11	: 	: c	1600 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE12	: 	: c	11000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE2	: 	301430 	88000 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE21	: 	: c	7000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE22	: 	: c	26000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE23	: 	: c	55000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE3	: 	321445 	15400 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE31	: 	291445 	8100 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE32	: 	: c	3900 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SE33	: 	: c	3400 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SI	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SI01	: 	: 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SI02	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SK	: 	20000 	265000 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SK01	: 	0 	: c	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SK02	: 	0 	28000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SK03	: 	0 	: c	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,SK04	: 	20000 	82000 e	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR10	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR21	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR22	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR3	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR31	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR32	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR33	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR4	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR41	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR42	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR5	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR51	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR52	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR6	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR61	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR62	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR63	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR7	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR71	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR72	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR8	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR81	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR82	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR83	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR9	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TR90	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRA	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRA1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRA2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRB	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRB1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRB2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRC	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRC1	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRC2	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,TRC3	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UK	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKC	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKC1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKC2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKD5	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKE	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKE1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKE2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKE3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKE4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKF	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKF1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKF2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKF3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKG	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKG1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKG2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKG3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKH	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKH1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKH2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKH3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKI	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKI1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKI2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKJ	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKJ1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKJ2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKJ3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKJ4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKK	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKK1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKK2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKK3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKK4	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKL	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKL1	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKL2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKM	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKM2	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKM3	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKM5	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKM6	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKN	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,DSP_OTH,UKN0	: 	0 	0 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_B,UKI4	: 	: 	: 	3200000 	: 	: 	: 	: 	: 
A,CAP,RCV_B,UKI5	: 	: 	: 	: 	2199997 	: 	: 	: 	: 
A,CAP,RCV_B,UKI7	: 	: 	: 	: 	957500 	: 	: 	: 	: 
A,CAP,RCV_E,AT	2028300 	2925570 	3550400 	2674754 	4961900 	5052970 	5109934 	5122795 	5221074 
A,CAP,RCV_E,AT1	: c	349800 	596250 	707524 	2129200 	2139388 	2145363 	2141808 	2473404 
A,CAP,RCV_E,AT11	: 	60100 	71600 	115100 	115100 	117836 	119529 	119529 	119529 
A,CAP,RCV_E,AT12	: c	33200 	121650 	283424 	999000 	1020064 	1020336 	1016153 	1016177 
A,CAP,RCV_E,AT13	: 	256500 	403000 	309000 	1015100 	1001488 	1005498 	1006126 	1337698 
A,CAP,RCV_E,AT2	1556800 	1528370 	1822050 	865687 	984400 	942104 	979478 	984440 	817706 
A,CAP,RCV_E,AT21	375000 	228000 	407950 	403637 	522300 	533340 	539647 	544609 	501875 
A,CAP,RCV_E,AT22	1181800 	1300370 	1414100 	462050 	462100 	408764 	439831 	439831 	315831 
A,CAP,RCV_E,AT3	438300 	1047400 	1132100 	1101543 	1848300 	1971478 	1985093 	1996547 	1929964 
A,CAP,RCV_E,AT31	367000 	906000 	945400 	994036 	1665200 	1723524 	1731967 	1743421 	1724003 
A,CAP,RCV_E,AT32	: c	: c	150000 	92927 	: c	: c	: c	: c	: c
A,CAP,RCV_E,AT33	: c	: c	5700 	5400 	: c	: c	: c	: c	: c
A,CAP,RCV_E,AT34	: c	: c	31000 	9180 	: c	: c	: c	: c	: c
A,CAP,RCV_E,BE	7444947 	4643719 	4557188 	5128688 	6970900 e	6629113 	6515065 e	8534038 	9217622 
A,CAP,RCV_E,BE1	0 	0 	0 	571500 	535000 	535000 	525600 e	525600 	525600 
A,CAP,RCV_E,BE10	0 	0 	0 	571500 	535000 	535000 	525600 e	525600 	525600 
A,CAP,RCV_E,BE2	5391947 	1849801 	1763270 	1763270 	3641982 	3300195 	3195547 	3256785 	3475169 
A,CAP,RCV_E,BE21	1632715 s	251472 	197156 	197156 	254454 	275743 	246030 	268761 	233243 
A,CAP,RCV_E,BE22	327357 s	411754 	392400 	392400 	285068 	425737 	330016 	272622 	386940 
A,CAP,RCV_E,BE23	370534 s	735961 	798950 	798950 	2162911 	1634084 	1878876 	1951375 	1928528 
A,CAP,RCV_E,BE24	748328 s	70279 	37207 	37207 	31006 	26872 	24805 	24805 	20671 
A,CAP,RCV_E,BE25	2313013 s	380335 	337557 	337557 	908543 	937760 	715820 	739223 	905788 
A,CAP,RCV_E,BE3	2053000 	2793918 	2793918 	2793918 	2793918 e	2793918 e	2793918 e	4751653 	5216853 
A,CAP,RCV_E,BE31	: 	83 	83 	83 	83 e	83 e	83 e	116000 	116000 
A,CAP,RCV_E,BE32	1495967 	1480893 	1480893 	1480893 	1480893 e	1480893 e	1480893 e	2904203 	2954203 
A,CAP,RCV_E,BE33	543833 	576971 	576971 	576971 	576971 e	576971 e	576971 e	1214050 	1214050 
A,CAP,RCV_E,BE34	: 	723300 	723300 	723300 	723300 e	723300 e	723300 e	488400 	903600 
A,CAP,RCV_E,BE35	13200 	12671 	12671 	12671 	12671 e	12671 e	12671 e	29000 	29000 
A,CAP,RCV_E,BG	160765 	136604 	251732 	1039680 	: 	1491376 	1213945 	1683059 	1683059 
A,CAP,RCV_E,BG1	142161 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG11	97328 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG12	43421 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG13	1412 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG2	18604 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG21	647 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG22	1942 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG23	16015 	: 	: 	: 	: 	: 	: 	: 	: 
A,CAP,RCV_E,BG3	: 	131645 	226155 	738370 	: 	968812 	962890 	1262439 	1262439 
A,CAP,RCV_E,BG31	: 	39160 	88030 	230635 	: 	202574 	316591 	283557 	283557 
A,CAP,RCV_E,BG32	: 	64437 	37912 	172103 	: 	187952 	316591 	577000 	577000 
A,CAP,RCV_E,BG33	: 	12730 	54136 	208345 	: 	517325 	298258 	367168 	367168 
A,CAP,RCV_E,BG34	: 	15319 	46077 	127287 	: 	60960 	31450 	34715 	34715 
A,CAP,RCV_E,BG4	: 	4958 	25577 	301310 	: 	522564 	251055 	420620 	420620 
A,CAP,RCV_E,BG41	: 	4958 	7327 	70862 	: 	93865 	75531 	114059 	114059 
A,CAP,RCV_E,BG42	: 	0 	18250 	230448 	: 	428700 	175524 	306561 	306561 
A,CAP,RCV_E,CY	: 	108000 	108000 	108000 	9897 e	30859 	74111 	131818 	185652 
A,CAP,RCV_E,CY0	: 	: 	: 	108000 	9897 e	30859 	74111 	131818 	185652 
A,CAP,RCV_E,CY00	: 	: 	: 	108000 	9897 e	30859 	74111 	131818 	185652 
A,CAP,RCV_E,CZ	701320 	772141 	1532219 	1623508 	1663948 	1713895 	2616066 	2902716 	2221464 
A,CAP,RCV_E,CZ0	: 	: 	: 	1623508 	1663948 	1713895 	2616066 	2902716 	2221464 
A,CAP,RCV_E,CZ01	310000 	310000 	310022 	: c	310000 	350000 	350000 	350000 	525000 
