freq,wst_oper,material,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DSP_I_RCV_E,MF6,T_HAB,EU27_2020	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,FI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,FR	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,HR	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,HU	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,IE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,IT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,LT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,LU	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,LV	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,MT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,NL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,PL	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,PT	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,RO	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,SE	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,SI	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,MF6,T_HAB,SK	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_I_RCV_E,TOTAL,THS_T,AT	2254 	2230 s	2206 	2230 s	2230 s	2230 s	2230 s	2230 s	2230 s	2230 s	2230 s	2230 s	2230 s
A,DSP_I_RCV_E,TOTAL,THS_T,BE	5644 	6297 s	6949 	6519 s	6090 	5777 s	5464 	5415 s	5367 	4538 s	3710 	4709 s	4723 s
A,DSP_I_RCV_E,TOTAL,THS_T,BG	116 	125 s	134 	138 s	143 	229 s	316 	372 s	429 	473 s	517 	542 s	587 s
A,DSP_I_RCV_E,TOTAL,THS_T,CY	14 	16 s	18 	21 s	23 	21 s	19 	21 s	23 	21 s	18 	25 s	27 s
A,DSP_I_RCV_E,TOTAL,THS_T,CZ	767 	832 s	898 	893 s	887 	901 s	915 	974 s	1031 b	1088 s	1145 	1133 s	1166 s
A,DSP_I_RCV_E,TOTAL,THS_T,DE	31276 	32199 s	33122 	33651 s	34179 	34339 s	34499 	34334 s	34168 	33393 s	32616 	36422 s	37582 s
A,DSP_I_RCV_E,TOTAL,THS_T,DK	3165 	3165 s	3164 	3137 s	3109 	3121 s	3133 	3022 s	2911 	2909 s	2907 	2896 s	2877 s
A,DSP_I_RCV_E,TOTAL,THS_T,EE	318 	307 s	296 	365 s	434 	443 s	452 	384 s	315 	305 s	295 	365 s	368 s
A,DSP_I_RCV_E,TOTAL,THS_T,EL	146 	143 s	139 	149 s	159 	173 s	187 	184 s	182 	222 s	262 p	242 s	258 s
A,DSP_I_RCV_E,TOTAL,THS_T,ES	2398 	2345 s	2292 	2278 s	2265 	2129 s	1993 	2029 s	2066 	1986 s	1906 	1951 s	1937 s
A,DSP_I_RCV_E,TOTAL,THS_T,EU27_2020	103461 	105022 s	106583 	105165 s	103723 s	105643 s	107563 s	107092 s	106621 s	105846 s	105131 s	110717 s	112938 s
A,DSP_I_RCV_E,TOTAL,THS_T,FI	10071 	10389 s	10706 	7801 s	4897 	5227 s	5557 	5782 s	6006 	6046 s	6085 	4223 s	3765 s
A,DSP_I_RCV_E,TOTAL,THS_T,FR	18934 	18544 s	18154 	18298 s	18442 	19268 s	20094 	20379 s	20664 	22916 s	25168 	23479 s	24055 s
A,DSP_I_RCV_E,TOTAL,THS_T,HR	134 	85 s	37 b	40 s	44 	37 s	30 	44 s	59 	113 s	167 	100 s	106 s
A,DSP_I_RCV_E,TOTAL,THS_T,HU	801 	864 s	927 	1037 s	1148 	1038 s	929 	914 s	900 	1033 s	1167 	1085 s	1104 s
A,DSP_I_RCV_E,TOTAL,THS_T,IE	162 	200 s	239 	281 s	323 	301 s	278 	552 s	826 	789 s	751 	852 s	927 s
A,DSP_I_RCV_E,TOTAL,THS_T,IT	5928 	5625 s	5322 	5216 s	5110 	5229 s	5348 	5297 s	5246 	5033 s	4820 	5383 s	5694 s
A,DSP_I_RCV_E,TOTAL,THS_T,LT	112 	109 s	107 	82 s	57 	44 s	31 	44 s	57 	70 s	83 	44 s	48 s
A,DSP_I_RCV_E,TOTAL,THS_T,LU	143 	145 s	147 	163 s	179 	185 s	191 	203 s	215 	224 s	233 	289 s	313 s
A,DSP_I_RCV_E,TOTAL,THS_T,LV	64 	45 s	27 	27 s	26 	31 s	35 	30 s	26 	29 s	32 	34 s	35 s
A,DSP_I_RCV_E,TOTAL,THS_T,MT	7 	7 s	6 	6 s	6 	6 s	5 	5 s	5 	5 s	6 	5 s	5 s
A,DSP_I_RCV_E,TOTAL,THS_T,NL	8396 	8819 s	9241 	9128 s	9014 	9210 s	9405 	8719 s	8033 	7822 s	7611 	8580 s	8625 s
A,DSP_I_RCV_E,TOTAL,THS_T,PL	3265 	3058 s	2851 	3665 s	4478 	4408 s	4339 	4238 s	4138 	2935 s	1731 	3384 s	3395 s
A,DSP_I_RCV_E,TOTAL,THS_T,PT	1300 	1195 s	1090 	1091 s	1091 	1055 s	1018 	1024 s	1031 	1057 s	1083 	1011 s	1003 s
A,DSP_I_RCV_E,TOTAL,THS_T,RO	1584 	1580 s	1576 	1755 s	1934 	2030 s	2127 	1962 s	1798 	1725 s	1652 	1936 s	1966 s
A,DSP_I_RCV_E,TOTAL,THS_T,SE	5855 	6082 s	6310 	6577 s	6845 	7535 s	8226 	8228 s	8230 	8228 s	8289 	9090 s	9403 s
A,DSP_I_RCV_E,TOTAL,THS_T,SI	288 	306 s	324 	291 s	257 	241 s	225 	185 s	144 	128 s	111 	107 s	106 s
A,DSP_I_RCV_E,TOTAL,THS_T,SK	319 	310 s	300 	326 s	352 	433 s	515 	518 s	522 	528 s	534 	600 s	634 s
A,DSP_I_RCV_E,TOTAL,T_HAB,AT	0.27 	0.266 s	0.262 	0.263 s	0.261 s	0.258 s	0.255 s	0.254 s	0.252 s	0.251 s	0.25 s	0.249 s	0.247 s
A,DSP_I_RCV_E,TOTAL,T_HAB,BE	0.518 	0.57 s	0.626 	0.584 s	0.543 	0.512 s	0.482 	0.476 s	0.47 	0.395 s	0.322 	0.406 s	0.404 s
A,DSP_I_RCV_E,TOTAL,T_HAB,BG	0.016 	0.017 s	0.018 	0.019 s	0.02 	0.032 s	0.044 	0.053 s	0.061 	0.068 s	0.075 	0.079 s	0.091 s
A,DSP_I_RCV_E,TOTAL,T_HAB,CY	0.017 	0.019 s	0.021 	0.024 s	0.028 	0.025 s	0.023 	0.024 s	0.026 	0.023 s	0.021 	0.028 s	0.029 s
A,DSP_I_RCV_E,TOTAL,T_HAB,CZ	0.073 	0.079 s	0.085 	0.085 s	0.084 	0.085 s	0.087 	0.092 s	0.097 b	0.102 s	0.107 	0.108 s	0.109 s
A,DSP_I_RCV_E,TOTAL,T_HAB,DE	0.382 	0.401 s	0.412 	0.417 s	0.422 	0.42 s	0.419 	0.415 s	0.412 	0.402 s	0.392 	0.438 s	0.448 s
A,DSP_I_RCV_E,TOTAL,T_HAB,DK	0.571 	0.568 s	0.566 	0.559 s	0.551 	0.549 s	0.547 	0.524 s	0.502 	0.5 s	0.498 	0.495 s	0.487 s
A,DSP_I_RCV_E,TOTAL,T_HAB,EE	0.239 	0.231 s	0.224 	0.277 s	0.33 	0.337 s	0.344 	0.291 s	0.238 	0.23 s	0.222 	0.274 s	0.273 s
A,DSP_I_RCV_E,TOTAL,T_HAB,EL	0.013 	0.013 s	0.013 	0.014 s	0.015 	0.016 s	0.017 	0.017 s	0.017 	0.021 s	0.025 p	0.023 s	0.025 s
A,DSP_I_RCV_E,TOTAL,T_HAB,ES	0.051 	0.05 s	0.049 	0.049 s	0.049 	0.046 s	0.043 	0.044 s	0.044 	0.042 s	0.04 	0.041 s	0.041 s
A,DSP_I_RCV_E,TOTAL,T_HAB,EU27_2020	0.235 	0.239 s	0.242 	0.238 s	0.234 s	0.238 s	0.242 s	0.24 s	0.239 s	0.237 s	0.235 s	0.248 s	0.253 s
A,DSP_I_RCV_E,TOTAL,T_HAB,FI	1.878 	1.928 s	1.977 	1.434 s	0.897 	0.954 s	1.011 	1.05 s	1.089 	1.095 s	1.1 	0.762 s	0.678 s
A,DSP_I_RCV_E,TOTAL,T_HAB,FR	0.292 	0.285 s	0.277 	0.278 s	0.278 	0.29 s	0.301 	0.305 s	0.308 	0.34 s	0.372 	0.346 s	0.354 s
A,DSP_I_RCV_E,TOTAL,T_HAB,HR	0.031 	0.02 s	0.009 b	0.009 s	0.01 	0.009 s	0.007 	0.011 s	0.014 	0.028 s	0.041 	0.025 s	0.028 s
A,DSP_I_RCV_E,TOTAL,T_HAB,HU	0.08 	0.087 s	0.093 	0.105 s	0.116 	0.105 s	0.095 	0.093 s	0.092 	0.106 s	0.12 	0.112 s	0.114 s
A,DSP_I_RCV_E,TOTAL,T_HAB,IE	0.036 	0.044 s	0.052 	0.061 s	0.069 	0.064 s	0.059 	0.115 s	0.17 	0.16 s	0.151 	0.169 s	0.181 s
A,DSP_I_RCV_E,TOTAL,T_HAB,IT	0.1 	0.095 s	0.089 	0.087 s	0.084 	0.086 s	0.088 	0.088 s	0.087 	0.084 s	0.081 	0.091 s	0.097 s
A,DSP_I_RCV_E,TOTAL,T_HAB,LT	0.036 	0.036 s	0.036 	0.028 s	0.019 	0.015 s	0.011 	0.016 s	0.02 	0.025 s	0.03 	0.016 s	0.017 s
A,DSP_I_RCV_E,TOTAL,T_HAB,LU	0.281 	0.28 s	0.278 	0.3 s	0.322 	0.325 s	0.329 	0.341 s	0.354 	0.361 s	0.369 	0.452 s	0.479 s
A,DSP_I_RCV_E,TOTAL,T_HAB,LV	0.03 	0.022 s	0.013 	0.013 s	0.013 	0.016 s	0.018 	0.016 s	0.013 	0.015 s	0.017 	0.018 s	0.019 s
A,DSP_I_RCV_E,TOTAL,T_HAB,MT	0.017 	0.016 s	0.014 	0.014 s	0.014 	0.013 s	0.012 	0.011 s	0.01 	0.011 s	0.012 	0.01 s	0.009 s
A,DSP_I_RCV_E,TOTAL,T_HAB,NL	0.505 	0.528 s	0.552 	0.543 s	0.534 	0.544 s	0.552 	0.509 s	0.466 	0.451 s	0.436 	0.489 s	0.487 s
A,DSP_I_RCV_E,TOTAL,T_HAB,PL	0.086 	0.08 s	0.075 	0.096 s	0.118 	0.116 s	0.114 	0.112 s	0.109 	0.077 s	0.046 	0.09 s	0.092 s
A,DSP_I_RCV_E,TOTAL,T_HAB,PT	0.123 	0.113 s	0.104 	0.104 s	0.105 	0.102 s	0.099 	0.099 s	0.1 	0.103 s	0.105 	0.098 s	0.096 s
A,DSP_I_RCV_E,TOTAL,T_HAB,RO	0.078 	0.078 s	0.079 	0.088 s	0.097 	0.102 s	0.108 	0.1 s	0.092 	0.089 s	0.086 	0.101 s	0.103 s
A,DSP_I_RCV_E,TOTAL,T_HAB,SE	0.624 	0.644 s	0.663 	0.685 s	0.706 	0.769 s	0.829 	0.818 s	0.809 	0.8 s	0.801 	0.873 s	0.897 s
A,DSP_I_RCV_E,TOTAL,T_HAB,SI	0.14 	0.149 s	0.158 	0.141 s	0.125 	0.117 s	0.109 	0.089 s	0.07 	0.061 s	0.053 	0.051 s	0.05 s
A,DSP_I_RCV_E,TOTAL,T_HAB,SK	0.059 	0.057 s	0.056 	0.06 s	0.065 	0.08 s	0.095 	0.095 s	0.096 	0.097 s	0.098 	0.11 s	0.117 s
A,DSP_L,MF1,THS_T,AT	22 s	26 s	30 s	32 s	34 s	43 s	52 s	51 s	50 s	41 s	33 s	51 s	54 s
A,DSP_L,MF1,THS_T,BE	269 s	191 s	113 s	118 s	123 s	117 s	111 s	156 s	201 s	130 s	59 s	101 s	100 s
A,DSP_L,MF1,THS_T,BG	2360 s	2586 s	2811 s	2669 s	2527 s	2034 s	1541 s	1302 s	1063 s	1017 s	972 s	691 s	491 s
A,DSP_L,MF1,THS_T,CY	296 s	298 s	301 s	285 s	269 s	287 s	305 s	297 s	290 s	254 s	217 s	283 s	289 s
A,DSP_L,MF1,THS_T,CZ	2059 s	1893 s	1727 s	1649 s	1571 s	1567 s	1564 s	1667 s	1770 s	1793 s	1816 s	1654 s	1641 s
A,DSP_L,MF1,THS_T,DE	341 s	352 s	364 s	371 s	378 s	362 s	347 s	326 s	304 s	339 s	375 s	347 s	347 s
A,DSP_L,MF1,THS_T,DK	193 s	174 s	154 s	122 s	90 s	73 s	55 s	44 s	33 s	31 s	29 s	4 s	2 s
A,DSP_L,MF1,THS_T,EE	235 s	174 s	114 s	95 s	76 s	74 s	73 s	114 s	155 s	139 s	123 s	95 s	91 s
A,DSP_L,MF1,THS_T,EL	3392 s	3186 s	2980 s	2912 s	2844 s	2786 s	2727 s	2701 s	2675 s	2437 s	2198 s	2302 s	2228 s
A,DSP_L,MF1,THS_T,ES	9837 s	8270 s	6703 s	6495 s	6287 s	5240 s	4193 s	4373 s	4553 s	4076 s	3599 s	2614 s	2138 s
A,DSP_L,MF1,THS_T,EU27_2020	56730 s	50650 s	44570 s	41331 s	38093 s	34556 s	31020 s	30287 s	29553 s	27496 s	25439 s	23011 s	21611 s
A,DSP_L,MF1,THS_T,FI	1196 s	1003 s	809 s	660 s	511 s	351 s	191 s	137 s	83 s	72 s	61 s	53 s	48 s
A,DSP_L,MF1,THS_T,FR	8857 s	8664 s	8470 s	8304 s	8137 s	7588 s	7038 s	6908 s	6777 s	6692 s	6607 s	6107 s	6006 s
A,DSP_L,MF1,THS_T,HR	904 s	899 s	894 s	877 s	860 s	852 s	843 s	803 s	764 s	690 s	616 s	683 s	664 s
A,DSP_L,MF1,THS_T,HU	1806 s	1756 s	1705 s	1496 s	1288 s	1055 s	823 s	911 s	999 s	1017 s	1035 s	693 s	600 s
A,DSP_L,MF1,THS_T,IE	766 s	684 s	602 s	422 s	242 s	309 s	375 s	285 s	194 s	186 s	178 s	63 s	67 s
A,DSP_L,MF1,THS_T,IT	10015 s	7409 s	4802 s	3689 s	2575 s	1959 s	1343 s	1099 s	854 s	821 s	788 s	677 s	676 s
A,DSP_L,MF1,THS_T,LT	696 s	607 s	518 s	431 s	344 s	215 s	87 s	63 s	38 s	32 s	26 s	5 s	5 s
A,DSP_L,MF1,THS_T,LU	19 s	17 s	14 s	16 s	18 s	9 s	0 s	1 s	1 s	1 s	1 s	0 s	0 s
A,DSP_L,MF1,THS_T,LV	388 s	371 s	354 s	345 s	337 s	238 s	138 s	97 s	56 s	77 s	97 s	40 s	43 s
A,DSP_L,MF1,THS_T,MT	153 s	136 s	119 s	121 s	123 s	116 s	109 s	112 s	116 s	142 s	168 s	134 s	135 s
A,DSP_L,MF1,THS_T,NL	269 s	246 s	224 s	203 s	182 s	187 s	192 s	182 s	173 s	187 s	202 s	163 s	160 s
A,DSP_L,MF1,THS_T,PL	5097 s	4902 s	4707 s	4251 s	3796 s	3919 s	4042 s	3920 s	3798 s	2306 s	814 s	1910 s	1610 s
A,DSP_L,MF1,THS_T,PT	2158 s	2009 s	1859 s	1741 s	1624 s	1588 s	1553 s	1240 s	926 s	1410 s	1894 s	1226 s	1158 s
A,DSP_L,MF1,THS_T,RO	3903 s	3423 s	2942 s	2878 s	2814 s	2569 s	2323 s	2501 s	2679 s	2613 s	2547 s	2194 s	2144 s
A,DSP_L,MF1,THS_T,SE	135 s	139 s	142 s	114 s	87 s	97 s	108 s	110 s	111 s	117 s	122 s	110 s	111 s
A,DSP_L,MF1,THS_T,SI	403 s	306 s	209 s	173 s	136 s	87 s	37 s	40 s	43 s	45 s	48 s	5 s	5 s
A,DSP_L,MF1,THS_T,SK	959 s	930 s	901 s	860 s	819 s	834 s	849 s	847 s	845 s	830 s	816 s	804 s	798 s
A,DSP_L,MF1,T_HAB,AT	0.003 s	0.003 s	0.004 s	0.004 s	0.004 s	0.005 s	0.006 s	0.006 s	0.006 s	0.005 s	0.004 s	0.006 s	0.006 s
A,DSP_L,MF1,T_HAB,BE	0.025 s	0.017 s	0.01 s	0.011 s	0.011 s	0.01 s	0.01 s	0.014 s	0.018 s	0.011 s	0.005 s	0.009 s	0.009 s
A,DSP_L,MF1,T_HAB,BG	0.319 s	0.352 s	0.385 s	0.367 s	0.35 s	0.283 s	0.216 s	0.184 s	0.151 s	0.146 s	0.14 s	0.101 s	0.076 s
A,DSP_L,MF1,T_HAB,CY	0.356 s	0.35 s	0.348 s	0.33 s	0.316 s	0.339 s	0.358 s	0.346 s	0.333 s	0.288 s	0.244 s	0.314 s	0.317 s
A,DSP_L,MF1,T_HAB,CZ	0.197 s	0.18 s	0.164 s	0.157 s	0.149 s	0.149 s	0.148 s	0.157 s	0.166 s	0.168 s	0.17 s	0.157 s	0.154 s
A,DSP_L,MF1,T_HAB,DE	0.004 s	0.004 s	0.005 s	0.005 s	0.005 s	0.004 s	0.004 s	0.004 s	0.004 s	0.004 s	0.005 s	0.004 s	0.004 s
A,DSP_L,MF1,T_HAB,DK	0.035 s	0.031 s	0.028 s	0.022 s	0.016 s	0.013 s	0.01 s	0.008 s	0.006 s	0.005 s	0.005 s	0.001 s	0 s
A,DSP_L,MF1,T_HAB,EE	0.176 s	0.131 s	0.086 s	0.072 s	0.058 s	0.056 s	0.056 s	0.086 s	0.117 s	0.105 s	0.093 s	0.072 s	0.067 s
A,DSP_L,MF1,T_HAB,EL	0.305 s	0.287 s	0.27 s	0.266 s	0.261 s	0.257 s	0.253 s	0.251 s	0.249 s	0.227 s	0.205 s	0.218 s	0.214 s
A,DSP_L,MF1,T_HAB,ES	0.211 s	0.177 s	0.143 s	0.139 s	0.135 s	0.113 s	0.09 s	0.094 s	0.097 s	0.086 s	0.076 s	0.055 s	0.045 s
A,DSP_L,MF1,T_HAB,EU27_2020	0.129 s	0.115 s	0.101 s	0.094 s	0.086 s	0.078 s	0.07 s	0.068 s	0.066 s	0.062 s	0.057 s	0.051 s	0.048 s
A,DSP_L,MF1,T_HAB,FI	0.223 s	0.186 s	0.15 s	0.121 s	0.093 s	0.064 s	0.035 s	0.025 s	0.015 s	0.013 s	0.011 s	0.01 s	0.009 s
A,DSP_L,MF1,T_HAB,FR	0.137 s	0.133 s	0.129 s	0.126 s	0.123 s	0.114 s	0.105 s	0.103 s	0.101 s	0.099 s	0.098 s	0.09 s	0.088 s
A,DSP_L,MF1,T_HAB,HR	0.21 s	0.21 s	0.209 s	0.206 s	0.203 s	0.202 s	0.202 s	0.195 s	0.187 s	0.17 s	0.152 s	0.173 s	0.172 s
A,DSP_L,MF1,T_HAB,HU	0.181 s	0.176 s	0.172 s	0.151 s	0.131 s	0.107 s	0.084 s	0.093 s	0.102 s	0.104 s	0.106 s	0.071 s	0.062 s
A,DSP_L,MF1,T_HAB,IE	0.168 s	0.149 s	0.131 s	0.091 s	0.052 s	0.066 s	0.079 s	0.059 s	0.04 s	0.038 s	0.036 s	0.013 s	0.013 s
A,DSP_L,MF1,T_HAB,IT	0.169 s	0.125 s	0.081 s	0.061 s	0.042 s	0.032 s	0.022 s	0.018 s	0.014 s	0.014 s	0.013 s	0.011 s	0.011 s
A,DSP_L,MF1,T_HAB,LT	0.225 s	0.2 s	0.173 s	0.146 s	0.117 s	0.074 s	0.03 s	0.022 s	0.014 s	0.012 s	0.009 s	0.002 s	0.002 s
A,DSP_L,MF1,T_HAB,LU	0.038 s	0.033 s	0.027 s	0.03 s	0.033 s	0.016 s	0 s	0.001 s	0.002 s	0.002 s	0.002 s	0 s	0 s
A,DSP_L,MF1,T_HAB,LV	0.185 s	0.18 s	0.174 s	0.172 s	0.169 s	0.12 s	0.07 s	0.05 s	0.029 s	0.04 s	0.051 s	0.021 s	0.023 s
A,DSP_L,MF1,T_HAB,MT	0.369 s	0.326 s	0.283 s	0.284 s	0.283 s	0.26 s	0.239 s	0.24 s	0.239 s	0.282 s	0.327 s	0.258 s	0.254 s
A,DSP_L,MF1,T_HAB,NL	0.016 s	0.015 s	0.013 s	0.012 s	0.011 s	0.011 s	0.011 s	0.011 s	0.01 s	0.011 s	0.012 s	0.009 s	0.009 s
A,DSP_L,MF1,T_HAB,PL	0.134 s	0.129 s	0.124 s	0.112 s	0.1 s	0.103 s	0.106 s	0.103 s	0.1 s	0.061 s	0.021 s	0.051 s	0.044 s
A,DSP_L,MF1,T_HAB,PT	0.204 s	0.19 s	0.177 s	0.167 s	0.156 s	0.153 s	0.15 s	0.12 s	0.09 s	0.137 s	0.184 s	0.118 s	0.111 s
A,DSP_L,MF1,T_HAB,RO	0.193 s	0.17 s	0.147 s	0.144 s	0.141 s	0.13 s	0.118 s	0.128 s	0.138 s	0.135 s	0.132 s	0.115 s	0.113 s
A,DSP_L,MF1,T_HAB,SE	0.014 s	0.015 s	0.015 s	0.012 s	0.009 s	0.01 s	0.011 s	0.011 s	0.011 s	0.011 s	0.012 s	0.011 s	0.011 s
A,DSP_L,MF1,T_HAB,SI	0.197 s	0.149 s	0.102 s	0.084 s	0.066 s	0.042 s	0.018 s	0.019 s	0.021 s	0.022 s	0.023 s	0.002 s	0.002 s
A,DSP_L,MF1,T_HAB,SK	0.178 s	0.172 s	0.167 s	0.159 s	0.151 s	0.154 s	0.156 s	0.156 s	0.155 s	0.152 s	0.149 s	0.148 s	0.147 s
A,DSP_L,MF2,THS_T,AT	11 s	11 s	11 s	10 s	9 s	9 s	8 s	11 s	14 s	11 s	9 s	10 s	10 s
A,DSP_L,MF2,THS_T,BE	113 s	111 s	108 s	74 s	40 s	34 s	28 s	46 s	63 s	38 s	13 s	30 s	29 s
A,DSP_L,MF2,THS_T,BG	241 s	248 s	255 s	220 s	185 s	162 s	139 s	131 s	123 s	115 s	106 s	79 s	64 s
A,DSP_L,MF2,THS_T,CY	36 s	36 s	36 s	35 s	34 s	35 s	37 s	36 s	35 s	31 s	28 s	35 s	35 s
A,DSP_L,MF2,THS_T,CZ	245 s	225 s	205 s	196 s	187 s	187 s	187 s	201 s	215 s	216 s	216 s	200 s	198 s
A,DSP_L,MF2,THS_T,DE	111 s	109 s	107 s	108 s	109 s	113 s	118 s	112 s	107 s	104 s	102 s	107 s	106 s
A,DSP_L,MF2,THS_T,DK	31 s	33 s	35 s	28 s	20 s	17 s	14 s	10 s	5 s	5 s	5 s	2 s	2 s
A,DSP_L,MF2,THS_T,EE	155 s	114 s	72 s	96 s	120 s	104 s	87 s	132 s	177 s	168 s	159 s	158 s	163 s
A,DSP_L,MF2,THS_T,EL	359 s	340 s	322 s	313 s	303 s	302 s	301 s	298 s	294 s	266 s	238 s	253 s	245 s
A,DSP_L,MF2,THS_T,ES	1404 s	1171 s	937 s	902 s	867 s	709 s	551 s	577 s	603 s	559 s	515 s	363 s	299 s
A,DSP_L,MF2,THS_T,EU27_2020	7597 s	6677 s	5756 s	5369 s	4981 s	4607 s	4233 s	4320 s	4408 s	3897 s	3386 s	3334 s	3206 s
A,DSP_L,MF2,THS_T,FI	188 s	157 s	127 s	102 s	77 s	62 s	48 s	38 s	28 s	29 s	30 s	23 s	23 s
A,DSP_L,MF2,THS_T,FR	1524 s	1398 s	1272 s	1261 s	1249 s	1154 s	1059 s	1027 s	994 s	833 s	672 s	699 s	684 s
A,DSP_L,MF2,THS_T,HR	94 s	97 s	101 s	98 s	96 s	95 s	94 s	90 s	86 s	78 s	69 s	78 s	76 s
A,DSP_L,MF2,THS_T,HU	211 s	203 s	195 s	174 s	154 s	130 s	106 s	117 s	128 s	126 s	125 s	93 s	83 s
A,DSP_L,MF2,THS_T,IE	91 s	83 s	74 s	52 s	30 s	41 s	52 s	42 s	32 s	35 s	38 s	22 s	23 s
A,DSP_L,MF2,THS_T,IT	1161 s	856 s	550 s	420 s	290 s	223 s	155 s	136 s	117 s	108 s	99 s	81 s	79 s
A,DSP_L,MF2,THS_T,LT	77 s	68 s	58 s	48 s	39 s	24 s	10 s	7 s	5 s	4 s	3 s	1 s	1 s
A,DSP_L,MF2,THS_T,LU	2 s	2 s	2 s	2 s	2 s	1 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s
A,DSP_L,MF2,THS_T,LV	42 s	40 s	38 s	37 s	37 s	24 s	11 s	8 s	6 s	6 s	5 s	0 s	1 s
A,DSP_L,MF2,THS_T,MT	16 s	14 s	11 s	11 s	12 s	10 s	9 s	10 s	10 s	13 s	15 s	11 s	11 s
A,DSP_L,MF2,THS_T,NL	47 s	40 s	32 s	28 s	25 s	25 s	26 s	30 s	34 s	36 s	38 s	32 s	33 s
A,DSP_L,MF2,THS_T,PL	591 s	568 s	545 s	518 s	490 s	546 s	602 s	586 s	570 s	413 s	255 s	412 s	395 s
A,DSP_L,MF2,THS_T,PT	255 s	233 s	211 s	199 s	186 s	180 s	173 s	239 s	305 s	264 s	223 s	244 s	247 s
A,DSP_L,MF2,THS_T,RO	367 s	312 s	257 s	257 s	258 s	254 s	249 s	269 s	289 s	272 s	254 s	244 s	240 s
A,DSP_L,MF2,THS_T,SE	47 s	54 s	62 s	53 s	44 s	51 s	57 s	58 s	59 s	60 s	62 s	61 s	63 s
A,DSP_L,MF2,THS_T,SI	43 s	34 s	25 s	20 s	16 s	10 s	5 s	6 s	6 s	7 s	7 s	2 s	2 s
A,DSP_L,MF2,THS_T,SK	130 s	118 s	106 s	105 s	103 s	104 s	105 s	104 s	102 s	99 s	97 s	95 s	93 s
A,DSP_L,MF2,T_HAB,AT	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.001 s	0.002 s	0.001 s	0.001 s	0.001 s	0.001 s
A,DSP_L,MF2,T_HAB,BE	0.01 s	0.01 s	0.01 s	0.007 s	0.004 s	0.003 s	0.002 s	0.004 s	0.006 s	0.003 s	0.001 s	0.003 s	0.002 s
A,DSP_L,MF2,T_HAB,BG	0.033 s	0.034 s	0.035 s	0.03 s	0.026 s	0.023 s	0.019 s	0.018 s	0.017 s	0.016 s	0.015 s	0.011 s	0.01 s
A,DSP_L,MF2,T_HAB,CY	0.044 s	0.042 s	0.042 s	0.041 s	0.04 s	0.042 s	0.043 s	0.042 s	0.04 s	0.036 s	0.031 s	0.039 s	0.039 s
